CatalogID,Release,Type,Product,Domain,Resolution,Deprecated,MinDate,MaxDate,MinYear,MaxYear,TimeSeriesType,TimeSeriesRegularity,DataType,DataUnit,DataScaleFactor,DataOffset,Data.URL,Metadata.URL,ColorRampDefault
R3D020,Release3,Vegetation,Septober 2019 NAIP NDVI,UG,1m,FALSE,9/7/19,9/7/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release3/UG_ndvi_sept2019_1m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release3/UG_ndvi_sept2019_1m_v2_metadata.xml,continuous
BM001,Basemaps,Hydro,"Gothic Townsite Drone Ortho, May 25th 2019",GT,5cm,FALSE,9/7/19,9/7/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20190525_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20190525_v1_metadata.xml,rgb
BM002,Basemaps,Hydro,Hydrology Basemap,UG,2m,FALSE,9/7/19,9/7/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_hydro_basemap_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_hydro_basemap_v2_metadata.xml,rgb
BM003,Basemaps,Imagery,"Gothic Townsite Drone Ortho, June 17th 2019",GT,5cm,FALSE,6/17/19,6/17/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20190617_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20190617_v1_metadata.xml,rgb
BM004,Basemaps,Imagery,"Gothic Townsite Drone Ortho, July 22nd 2019",GT,5cm,FALSE,7/22/19,7/22/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20190722_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20190722_v1_metadata.xml,rgb
BM005,Basemaps,Imagery,"Gothic Townsite Drone Ortho, August 27th 2019",GT,5cm,FALSE,8/27/19,8/27/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20190827_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20190827_v1_metadata.xml,rgb
BM006,Basemaps,Imagery,"Gothic Townsite Drone Ortho, September 25th 2019",GT,5cm,FALSE,9/25/19,9/25/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20190925_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20190925_v1_metadata.xml,rgb
BM007,Basemaps,Imagery,"Gothic Townsite Drone Ortho, November 15th 2019",GT,5cm,FALSE,11/15/19,11/15/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20191115_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/GT_ortho_basemap_20191115_v1_metadata.xml,rgb
BM008,Basemaps,Snow,2018 Snow Depth Basemap,UER,2m,FALSE,3/18/18,3/18/18,2018,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UER_snowdepth_basemap_2018_v3.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UER_snowdepth_basemap_2018_v3_metadata.xml,rgb
BM009,Basemaps,Snow,2019 Snow Depth Basemap,UER,2m,FALSE,4/8/19,4/8/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UER_snowdepth_basemap_2019_v3.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UER_snowdepth_basemap_2019_v3_metadata.xml,rgb
BM010,Basemaps,Topo,Topographic Aspect Basemap,UG,2m,FALSE,9/7/19,9/7/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_aspect_basemap_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_aspect_basemap_v1_metadata.xml,rgb
BM011,Basemaps,Topo,Topography Hillshade Basemap,UG,2m,FALSE,9/7/19,9/7/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_hillshade_basemap_v3.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_hillshade_basemap_v3_metadata.xml,rgb
BM012,Basemaps,Vegetation,Canopy Structure Basemap,UG,2m,FALSE,9/7/19,9/7/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_canopy_basemap_v3.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_canopy_basemap_v3_metadata.xml,rgb
BM013,Basemaps,Vegetation,Landcover Basemap,UG,2m,FALSE,9/7/19,9/7/19,2019,2019,Single,Regular,numeric,unitless,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_landcover_basemap_v3.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/basemaps/UG_landcover_basemap_v3_metadata.xml,rgb
R4D001,Release4,Snow,Snowpack Persistence Day of Year Yearly Timeseries,UG,27m,FALSE,1/1/93,9/30/22,1993,2022,Yearly,Regular,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_yearly_27m_v1/UG_snow_persistence_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_yearly_27m_v1_metadata.xml,continuous
R4D002,Release4,Snow,Snowpack Onset Day of Year Yearly Timeseries,UG,27m,FALSE,10/1/92,9/30/22,1993,2022,Yearly,Regular,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_yearly_27m_v1/UG_snow_onset_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_yearly_27m_v1_metadata.xml,continuous
R4D003,Release4,Snow,Snowpack Duration Yearly Timeseries,UG,27m,FALSE,10/1/92,9/30/22,1993,2022,Yearly,Regular,numeric,days,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_yearly_27m_v1/UG_snow_length_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_yearly_27m_v1_metadata.xml,continuous
R4D004,Release4,Climate,Maximum 2m Air Temperature Daily Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Daily,Regular,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_daily_81m_v1/bayes_tmax_year_{year}_day_0{day}_est.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_daily_81m_v1_metadata.xml,continuous
R4D005,Release4,Climate,Minimum 2m Air Temperature Daily Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Daily,Regular,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_daily_81m_v1/bayes_tmin_year_{year}_day_0{day}_est.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_daily_81m_v1_metadata.xml,continuous
R4D006,Release4,Climate,Average 2m Air Temperature Monthly Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Monthly,Regular,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tavg_monthly_81m_v1/UG_airtemp_tavg_mean_year_{year}_month_{month}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tavg_monthly_81m_v1_metadata.xml,continuous
R4D007,Release4,Climate,Maximum 2m Air Temperature Monthly Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Monthly,Regular,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_monthly_81m_v1/UG_airtemp_tmax_mean_year_{year}_month_{month}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_monthly_81m_v1_metadata.xml,continuous
R4D008,Release4,Climate,Minimum 2m Air Temperature Monthly Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Monthly,Regular,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_monthly_81m_v1/UG_airtemp_tmin_mean_year_{year}_month_{month}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_monthly_81m_v1_metadata.xml,continuous
R4D009,Release4,Climate,Air Temperature Freezing Degree-days Annual Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_all_yearly_81m_v1/UG_airtemp_FDD_all_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_all_yearly_81m_v1_metadata.xml,continuous
R4D010,Release4,Climate,Air Temperature Freezing Degree-days Early Season Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_yearly_81m_v1/UG_airtemp_FDD_early_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_yearly_81m_v1_metadata.xml,continuous
R4D011,Release4,Climate,Air Temperature Freezing Degree-days Late Season Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_yearly_81m_v1/UG_airtemp_FDD_late_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_yearly_81m_v1_metadata.xml,continuous
R4D012,Release4,Climate,Air Temperature Growing Degree-days Annual Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_all_yearly_81m_v1/UG_airtemp_GDD_all_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_all_yearly_81m_v1_metadata.xml,continuous
R4D013,Release4,Climate,Air Temperature Growing Degree-days Early Season Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_yearly_81m_v1/UG_airtemp_GDD_early_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_yearly_81m_v1_metadata.xml,continuous
R4D014,Release4,Climate,Air Temperature Growing Degree-days Late Season Timeseries,UG,81m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_yearly_81m_v1/UG_airtemp_GDD_late_year_{year}_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_yearly_81m_v1_metadata.xml,continuous
R4D015,Release4,Climate,Snow-free Freezing Degree-days Annual Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_all_yearly_27m_v1/UG_airtemp_snowfree_FDD_all_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_all_yearly_27m_v1_metadata.xml,continuous
R4D016,Release4,Climate,Snow-free Freezing Degree-days Early Season Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_yearly_27m_v1/UG_airtemp_snowfree_FDD_early_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_yearly_27m_v1_metadata.xml,continuous
R4D017,Release4,Climate,Snow-free Freezing Degree-days Late Season Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_yearly_27m_v1/UG_airtemp_snowfree_FDD_late_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_yearly_27m_v1_metadata.xml,continuous
R4D018,Release4,Climate,Snow-free Freezing Degree-days 0-60 days Post-snow Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_yearly_27m_v1/UG_airtemp_snowfree_FDD_snow60_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_yearly_27m_v1_metadata.xml,continuous
R4D019,Release4,Climate,Snow-free Growing Degree-days Annual Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_all_yearly_27m_v1/UG_airtemp_snowfree_GDD_all_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_all_yearly_27m_v1_metadata.xml,continuous
R4D020,Release4,Climate,Snow-free Growing Degree-days Early Season Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_yearly_27m_v1/UG_airtemp_snowfree_GDD_early_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_yearly_27m_v1_metadata.xml,continuous
R4D021,Release4,Climate,Snow-free Growing Degree-days Late Season Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_yearly_27m_v1/UG_airtemp_snowfree_GDD_late_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_yearly_27m_v1_metadata.xml,continuous
R4D022,Release4,Climate,Snow-free Growing Degree-day 0-60 Days Post Snow Timeseries,UG,27m,FALSE,1/1/02,12/31/22,2002,2022,Yearly,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_yearly_27m_v1/UG_airtemp_snowfree_GDD_snow60_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_yearly_27m_v1_metadata.xml,continuous
R4D023,Release4,Climate,Air Temperature Freezing Degree-days Annual Mean (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_annual_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_annual_mean_2002_2021_81m_v1_metadata.xml,continuous
R4D024,Release4,Climate,Air Temperature Freezing Degree-days Annual Standard Deviation (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_annual_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_annual_sd_2002_2021_81m_v1_metadata.xml,continuous
R4D025,Release4,Climate,Air Temperature Freezing Degree-days Early Season Mean (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_mean_2002_2021_81m_v1_metadata.xml,continuous
R4D026,Release4,Climate,Air Temperature Freezing Degree-days Early Season Standard Deviation (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_early_sd_2002_2021_81m_v1_metadata.xml,continuous
R4D027,Release4,Climate,Air Temperature Freezing Degree-days Late Season Mean (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_mean_2002_2021_81m_v1_metadata.xml,continuous
R4D028,Release4,Climate,Air Temperature Freezing Degree-days Late Season Standard Deviation (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_FDD_late_sd_2002_2021_81m_v1_metadata.xml,continuous
R4D029,Release4,Climate,Air Temperature Growing Degree-days Annual Mean (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_annual_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_annual_mean_2002_2021_81m_v1_metadata.xml,continuous
R4D030,Release4,Climate,Air Temperature Growing Degree-days Annual Standard Deivation (2002-2021),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_annual_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_annual_sd_2002_2021_81m_v1_metadata.xml,continuous
R4D031,Release4,Climate,Air Temperature Growing Degree-days Early Season Mean (2002-2022),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_mean_2002_2021_81m_v1_metadata.xml,continuous
R4D032,Release4,Climate,Air Temperature Growing Degree-days Early Season Standard Deviation (2002-2022),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_early_sd_2002_2021_81m_v1_metadata.xml,continuous
R4D033,Release4,Climate,Air Temperature Growing Degree-days Late Season Mean (2002-2022),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_mean_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_mean_2002_2021_81m_v1_metadata.xml,continuous
R4D034,Release4,Climate,Air Temperature Growing Degree-days Late Season Standard Deviation (2002-2022),UG,81m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_sd_2002_2021_81m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_GDD_late_sd_2002_2021_81m_v1_metadata.xml,continuous
R4D035,Release4,Climate,Snow-free Freezing Degree-days Annual Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_annual_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_annual_mean_2002_2021_27m_v1_metadata.xml,continuous
R4D036,Release4,Climate,Snow-free Freezing Degree-days Annual Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_annual_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_annual_sd_2002_2021_27m_v1_metadata.xml,continuous
R4D037,Release4,Climate,Snow-free Freezing Degree-days Early Season Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_mean_2002_2021_27m_v1_metadata.xml,continuous
R4D038,Release4,Climate,Snow-free Freezing Degree-days Early Season Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_early_sd_2002_2021_27m_v1_metadata.xml,continuous
