CatalogID,Release,Type,Product,Domain,Resolution,Deprecated,MinDate,MaxDate,MinYear,MaxYear,TimeSeriesType,TimeSeriesRegularity,DataType,DataUnit,DataScaleFactor,DataOffset,Data.URL,Metadata.URL,ColorRampDefault
R4D039,Release4,Climate,Snow-free Freezing Degree-days Late Season Mean (2002-2022),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_mean_2002_2021_27m_v1_metadata.xml,continuous
R4D040,Release4,Climate,Snow-free Freezing Degree-days Late Season Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_late_sd_2002_2021_27m_v1_metadata.xml,continuous
R4D041,Release4,Climate,Snow-free Freezing Degree-days 0-60 Days Post Snow Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_mean_2002_2021_27m_v1_metadata.xml,continuous
R4D042,Release4,Climate,Snow-free Freezing Degree-days 0-60 Days Post Snow Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_FDD_snow60_sd_2002_2021_27m_v1_metadata.xml,continuous
R4D043,Release4,Climate,Snow-free Growing Degree-days Annual Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_annual_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_annual_mean_2002_2021_27m_v1_metadata.xml,continuous
R4D044,Release4,Climate,Snow-free Growing Degree-days Annual Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_annual_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_annual_sd_2002_2021_27m_v1_metadata.xml,continuous
R4D045,Release4,Climate,Snow-free Growing Degree-days Early Season Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_mean_2002_2021_27m_v1_metadata.xml,continuous
R4D046,Release4,Climate,Snow-free Growing Degree-days Early Season Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_early_sd_2002_2021_27m_v1_metadata.xml,continuous
R4D047,Release4,Climate,Snow-free Growing Degree-days Late Season Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_mean_2002_2021_27m_v1_metadata.xml,continuous
R4D048,Release4,Climate,Snow-free Growing Degree-days Late Season Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_late_sd_2002_2021_27m_v1_metadata.xml,continuous
R4D049,Release4,Climate,Snow-free Growing Degree-days 0-60 Days Post Snow Mean (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_mean_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_mean_2002_2021_27m_v1_metadata.xml,continuous
R4D050,Release4,Climate,Snow-free Growing Degree-days 0-60 Days Post Snow Standard Deviation (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,degrees celcius,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_sd_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_snowfree_GDD_snow60_sd_2002_2021_27m_v1_metadata.xml,continuous
R4D051,Release4,Snow,Snowpack Proportional Reduction in Freezing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_all_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_all_2002_2021_27m_v1_metadata.xml,continuous
R4D052,Release4,Snow,Snowpack Proportional Reduction in Early Season Freezing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_early_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_early_2002_2021_27m_v1_metadata.xml,continuous
R4D053,Release4,Snow,Snowpack Proportional Reduction in Late Season Freezing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_late_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_FDD_reduction_late_2002_2021_27m_v1_metadata.xml,continuous
R4D054,Release4,Snow,Snowpack Proportional Reduction in Growing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_all_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_all_2002_2021_27m_v1_metadata.xml,continuous
R4D055,Release4,Snow,Snowpack Proportional Reduction in Early Season Growing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_early_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_early_2002_2021_27m_v1_metadata.xml,continuous
R4D056,Release4,Snow,Snowpack Proportional Reduction in Late Season Growing Degree Days (2002-2021),UG,27m,FALSE,1/1/02,12/31/21,2002,2021,Single,Regular,numeric,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_late_2002_2021_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_GDD_reduction_late_2002_2021_27m_v1_metadata.xml,continuous
R4D057,Release4,Snow,Snowpack Duration Mean (Water Year 1993 - 2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,Regular,numeric,days,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_mean_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_mean_1993_2022_27m_v1_metadata.xml,continuous
R4D058,Release4,Snow,Snowpack Duration Standard Deviation (Water Year 1993 - 2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,Regular,numeric,days,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_sd_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_length_sd_1993_2022_27m_v1_metadata.xml,continuous
R4D059,Release4,Snow,Snowpack Onset Day of Year Mean (1993 - 2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,Regular,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_mean_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_mean_1993_2022_27m_v1_metadata.xml,continuous
R4D060,Release4,Snow,Snowpack Onset Day of Year Standard Deviation (1993-2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,Regular,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_sd_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_sd_1993_2022_27m_v1_metadata.xml,continuous
R4D061,Release4,Snow,Snowpack Persistence Day of Year Mean (1993 - 2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,Regular,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_mean_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_mean_1993_2022_27m_v1_metadata.xml,continuous
R4D062,Release4,Snow,Snowpack Persistence Day of Year Standard Deviation (1993-2022),UG,27m,FALSE,10/1/92,9/30/22,2002,2022,Single,Regular,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_sd_1993_2022_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_sd_1993_2022_27m_v1_metadata.xml,continuous
R4D063,Release4,Snow,Snowpack Persistence Uncertainty Yearly Timeseries,UG,27m,FALSE,1/1/93,9/30/22,1993,2022,Yearly,Regular,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_predsd_yearly_27m_v1/UG_snow_persistence_predsd_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_persistence_predsd_yearly_27m_v1_metadata.xml,continuous
R4D064,Release4,Snow,Snowpack Onset Uncertainty Yearly Timeseries,UG,27m,FALSE,10/1/92,9/30/22,1993,2022,Yearly,Regular,numeric,day of year,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_predsd_yearly_27m_v1/UG_snow_onset_predsd_year_{year}_27m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_snow_onset_predsd_yearly_27m_v1_metadata.xml,continuous
R4D065,Release4,Climate,Maximum 2m Air Temperature Uncertainty Daily Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Daily,Regular,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_daily_81m_v1/bayes_tmax_year_{year}_day_0{day}_se.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmax_se_daily_81m_v1_metadata.xml,continuous
R4D066,Release4,Climate,Minimum 2m Air Temperature Uncertainty Daily Timeseries,UG,81m,FALSE,11/1/01,10/30/22,2001,2022,Daily,Regular,numeric,degrees celcius,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_daily_81m_v1/bayes_tmin_year_{year}_day_0{day}_se.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release4/UG_airtemp_2m_tmin_se_daily_81m_v1_metadata.xml,continuous
R5D001,Release5,Vegetation,"9 m Resolution Horizontal Canopy Cover for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_ccov_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_ccov_9m_v1_metadata.xml,continuous
R5D002,Release5,Vegetation,"9 m Resolution Canopy Height Coefficient of Variation for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,meters above ground surface,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_coefvar_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_coefvar_9m_v1_metadata.xml,continuous
R5D003,Release5,Vegetation,"9 m Resolution Horizontal Understory Cover for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,proportion,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_ucov_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_ucov_9m_v1_metadata.xml,continuous
R5D004,Release5,Vegetation,"9 m Resolution 80th Percentile Canopy Height for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,meters above ground surface,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_z80_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_z80_9m_v1_metadata.xml,continuous
R5D005,Release5,Vegetation,"9 m Resolution Mean Canopy Height for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,Meters above ground surface,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_zmean_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_canopy_zmean_9m_v1_metadata.xml,continuous
R5D006,Release5,Topo,"3 m Resolution Topographic Aspect for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,3m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,degrees clockwise from north,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_aspect_3m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_aspect_3m_v2_metadata.xml,continuous
R5D007,Release5,Topo,"9 m Resolution Topographic Aspect for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,degrees clockwise from north,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_aspect_9m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_aspect_9m_v2_metadata.xml,continuous
R5D008,Release5,Topo,"3 m Resolution Bare Earth Digital Elevation Model (DEM) for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,3m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,meters above the EGM96 Geoid.,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_dem_3m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_dem_3m_v2_metadata.xml,continuous
R5D009,Release5,Topo,"9 m Resolution Bare Earth Digital Elevation Model (DEM) for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,meters above the EGM96 Geoid.,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_dem_9m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_dem_9m_v2_metadata.xml,continuous
R5D010,Release5,Topo,"9 m Resolution Log-transformed Flow Accumulation for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,ln(m^2),1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_flowacc_9m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_flowacc_9m_v2_metadata.xml,continuous
R5D011,Release5,Topo,"3 m Resolution Hillshade Visualization of a Bare Earth Digital Elevation Model (DEM) for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,3m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,uint8,none,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_hillshade_3m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_hillshade_3m_v2_metadata.xml,continuous
R5D012,Release5,Topo,"9 m Resolution Hillshade Visualization of a Bare Earth Digital Elevation Model (DEM) for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,uint8,none,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_hillshade_9m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_hillshade_9m_v2_metadata.xml,continuous
R5D013,Release5,Topo,"3 m Resolution Terrain Slope for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,3m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,degrees,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_slope_3m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_slope_3m_v2_metadata.xml,continuous
R5D014,Release5,Topo,"9 m Resolution Terrain Slope for the Gunnison, Grand Mesa, and Uncompaghre National Forests based on 2015 - 2021 LiDAR data",GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,degrees,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_slope_9m_v2.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_slope_9m_v2_metadata.xml,continuous
R5D015,Release5,Radiation,9 m Resolution Daily Integrated Clear-sky Potential Solar Radiation for the Summer Solstice Derived from the GMUG Bare-earth DEM,GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,watt-hours  per meter squared,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_srad172_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_srad172_9m_v1_metadata.xml,continuous
R5D016,Release5,Radiation,9 m Resolution Daily Integrated Clear-sky Potential Solar Radiation for the Winter Solstice Derived from the GMUG Bare-earth DEM,GMUG,9m,FALSE,1/1/15,12/31/21,2016,2023,Single,Regular,float32,watt-hours  per meter squared,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_srad355_9m_v1.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release5/GMUG_topo_srad355_9m_v1_metadata.xml,continuous
R6D001,Release6,Imagery,Weekly Mutispectral Orthomosaics of the Gothic Townsite (GT) Area Derived from Uncrewed Aircraft System (Drone) Imagery,GT,5cm,FALSE,3/1/22,11/13/25,2022,2025,Weekly,Irregular,uint16,proportion,10000,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/imagery/rmbl_dronedata/GT_multispectral_weekly_05cm_v1/{year}/Altum_refl_GothicTownsite_{year}_{month}_{calendarday}.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/imagery/rmbl_dronedata/GT_multispectral_weekly_05cm_v1_metadata.xml,rgb
R6D002,Release6,Imagery,Weekly RGB Orthomosaics of the Gothic Townsite (GT) Area Derived from Uncrewed Aircraft System (Drone) Imagery,GT,1cm,FALSE,3/1/22,11/13/25,2022,2025,Weekly,Irregular,uint8,brightness,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/imagery/rmbl_dronedata/GT_rgb_weekly_01cm_v1/{year}/P1_rgb_GothicTownsite_{year}_{month}_{calendarday}.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/imagery/rmbl_dronedata/GT_rgb_weekly_01cm_v1_metadata.xml,rgb
R6D003,Release6,Mask,5 cm Resolution Data Mask for the Gothic Townsite Domain,GT,5cm,FALSE,1/1/21,1/1/26,2021,2026,Single,Regular,uint8,none,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release6/GT_mask_05cm_v3.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release6/GT_mask_05cm_v3_metadata.xml,categorical
R6D004,Release6,Topo,5 cm Resolution Digital Elevation Model of the Gothic Townsite Derived from UAS Imagery,GT,5cm,FALSE,5/1/21,11/1/21,2021,2021,Single,Regular,float32,meters above the EGM96 Geoid.,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release6/GT_DEM_05cm_v4.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release6/GT_DEM_05cm_v4_metadata.xml,continuous
R6D005,Release6,Supplemental,5 cm Resolution UTM X Coordinate for the Gothic Townsite,GT,5cm,FALSE,5/1/21,4/1/26,2021,2026,Single,Regular,float32,meters,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release6/GT_UTMX_05cm_v3.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release6/GT_UTMX_05cm_v3.tif,continuous
R6D006,Release6,Supplemental,5 cm Resolution UTM Y Coordinate for the Gothic Townsite,GT,5cm,FALSE,5/1/21,4/1/26,2021,2026,Single,Regular,float33,meters,1,0,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release6/GT_UTMY_05cm_v3.tif,https://rmbl-sdp.s3.us-east-2.amazonaws.com/data_products/released/release6/GT_UTMY_05cm_v3_metadata.xml,continuous